SAR_1_PREDICTION,SAR_0_PREDICTION,SAR_PREDICTION,THRESHOLD,POSITIVE_CLASS,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,EXPLANATION_4_FEATURE_NAME,EXPLANATION_4_STRENGTH,EXPLANATION_4_ACTUAL_VALUE,EXPLANATION_4_QUALITATIVE_STRENGTH,EXPLANATION_5_FEATURE_NAME,EXPLANATION_5_STRENGTH,EXPLANATION_5_ACTUAL_VALUE,EXPLANATION_5_QUALITATIVE_STRENGTH,EXPLANATION_6_FEATURE_NAME,EXPLANATION_6_STRENGTH,EXPLANATION_6_ACTUAL_VALUE,EXPLANATION_6_QUALITATIVE_STRENGTH,EXPLANATION_7_FEATURE_NAME,EXPLANATION_7_STRENGTH,EXPLANATION_7_ACTUAL_VALUE,EXPLANATION_7_QUALITATIVE_STRENGTH,EXPLANATION_8_FEATURE_NAME,EXPLANATION_8_STRENGTH,EXPLANATION_8_ACTUAL_VALUE,EXPLANATION_8_QUALITATIVE_STRENGTH,EXPLANATION_9_FEATURE_NAME,EXPLANATION_9_STRENGTH,EXPLANATION_9_ACTUAL_VALUE,EXPLANATION_9_QUALITATIVE_STRENGTH,EXPLANATION_10_FEATURE_NAME,EXPLANATION_10_STRENGTH,EXPLANATION_10_ACTUAL_VALUE,EXPLANATION_10_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,ALERT,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP,association_id
0.435007488,0.564992512,1,0.1,1,overpaymentAmt90d,-1.378125957,2797.79,---,totalMerchCred90d,0.562714461,1896.15,+++,totalSpend90d,-0.13687423,14750.95,--,tenureMonths,-0.121843759,9,--,totalPaymentAmt90d,-0.079104311,17548.74,-,nbrCustReqRefunds90d,0.046655055,1,+,creditScore,-0.03949443,702,-,maxRevolveLine,0.021879075,12000,+,avgTxnSize90d,0.015047221,313.85,+,income,-0.009487183,107700,-,APPROVED,1,1,107700,9,702,CT,47,313.85,14750.95, ,29,6,1,1896.15,3,4,17548.74,2797.79,1,1,1,2834.94,4,12000,1,2,0,13,0,0,836
0,1,0,0.1,1,totalPaymentAmt90d,-3.01847535,820.53,---,overpaymentAmt90d,-2.52662345,0,---,totalSpend90d,-1.92786696,820.53,--,totalMerchCred90d,-1.778996772,0,--,nbrCustReqRefunds90d,-1.278430995,1,--,avgTxnSize90d,-0.645912485,91.17,--,maxRevolveLine,0,17000,<+,creditScore,0,728,<+,tenureMonths,0,72,<+,income,0,36200,<+,APPROVED,1,1,36200,72,728,MA,9,91.17,820.53,statement change request plastic replace statement,6,0,0,0,0,3,820.53,0,0,1,1,37.66,0,17000,1,4,0,6,2,0,837
0,1,0,0.1,1,overpaymentAmt90d,-2.889992633,0,---,totalPaymentAmt90d,-2.884750516,1939.36,---,totalSpend90d,-2.84628105,1939.36,---,totalMerchCred90d,-1.307064084,113.94,--,nbrCustReqRefunds90d,-1.248312536,1,--,avgTxnSize90d,-0.63895559,114.08,--,maxRevolveLine,0,13000,<+,creditScore,0,674,<+,tenureMonths,0,22,<+,income,0,48400,<+,APPROVED,1,1,48400,22,674,PA,17,114.08,1939.36,statement statement change request,8,1,0,113.94,0,3,1939.36,0,0,1,1,50.47,0,13000,1,3,0,8,1,0,838
0.766635269,0.233364731,1,0.1,1,totalMerchCred90d,2.759648095,5259.5,+++,totalSpend90d,0.525228522,64604.08,++,tenureMonths,0.315102874,8,++,creditScore,-0.219428133,767,--,avgTxnSize90d,0.211398729,475.03,+,overpaymentAmt90d,0.117406372,0,+,totalPaymentAmt90d,0.070784359,64604.08,+,state,0.051260822,PA,+,nbrCustReqRefunds90d,0.049972308,1,+,income,0.022350392,96800,+,APPROVED,1,2,96800,8,767,PA,136,475.03,64604.08, ,73,11,1,5259.5,3,3,64604.08,0,0,1,1,29.8,3,10000,0,2,0,6,1,0,839
0,1,0,0.1,1,totalPaymentAmt90d,-3.093867169,60,---,totalSpend90d,-3.009015609,247.5,---,overpaymentAmt90d,-2.80119235,0,---,totalMerchCred90d,-1.331904647,40.77,--,nbrCustReqRefunds90d,-1.213713672,1,--,income,-0.081597152,41000,-,maxRevolveLine,0,8000,<+,creditScore,0,661,<+,avgTxnSize90d,0,41.25,<+,tenureMonths,0,1,<+,APPROVED,1,1,41000,1,661,ME,6,41.25,247.5,late payment   password change,2,1,0,40.77,0,4,60,0,0,1,1,60.35,0,8000,0,4,0,6,0,0,840
0.003259424,0.996740576,0,0.1,1,totalPaymentAmt90d,5.415556578,2628.71,+++,totalSpend90d,-1.690205731,2628.71,--,totalMerchCred90d,0.882209307,55.95,++,overpaymentAmt90d,-0.626255926,0,--,nbrCustReqRefunds90d,-0.452227883,1,-,creditScore,0.382200446,677,+,tenureMonths,0.272641596,18,+,avgTxnSize90d,0.262248682,55.93,+,maxRevolveLine,0.050245423,21000,+,income,0.038893372,32100,+,APPROVED,1,3,32100,18,677,NY,47,55.93,2628.71, ,23,1,0,55.95,1,4,2628.71,0,0,1,1,65.5,0,21000,0,5,0,6,2,0,841
0,1,0,0.1,1,totalPaymentAmt90d,-3.026465071,466.42,---,overpaymentAmt90d,-2.731408085,0,---,totalSpend90d,-1.611700837,466.42,--,totalMerchCred90d,-1.295375497,0,--,nbrCustReqRefunds90d,-1.260051161,1,--,avgTxnSize90d,-0.599186363,233.21,--,maxRevolveLine,0,13000,<+,creditScore,0,760,<+,tenureMonths,0,12,<+,income,0,36200,<+,APPROVED,1,2,36200,12,760,CT,2,233.21,466.42, ,1,0,0,0,0,2,466.42,0,0,1,1,38.25,0,13000,1,1,0,7,1,0,842
0.232011435,0.767988565,1,0.1,1,nbrCustReqRefunds90d,-1.376463725,2,---,overpaymentAmt90d,0.637050243,4423.26,+++,tenureMonths,-0.327627938,7,--,totalPaymentAmt90d,0.169720843,11379.16,++,income,0.131470097,51800,+,creditScore,-0.078571508,671,-,totalSpend90d,0.070686798,6955.9,+,maxRevolveLine,0.041022229,8000,+,totalMerchCred90d,-0.030946403,587.8,-,csrNotes,0.018905922,"plastic replace card replace change request lost cardrefund requested. supply additional details, call back",+,APPROVED,1,0,51800,7,671,ME,70,99.37,6955.9,"plastic replace card replace change request lost cardrefund requested. supply additional details, call back",30,6,1,587.8,3,4,11379.16,4423.26,1,2,1,4473.43,4,8000,1,5,0,10,0,0,843
0,1,0,0.1,1,totalPaymentAmt90d,-3.093758058,60,---,totalSpend90d,-2.835907593,358.75,---,overpaymentAmt90d,-1.830654321,0,--,totalMerchCred90d,-1.791966719,57.32,--,nbrCustReqRefunds90d,-1.188586679,1,--,avgTxnSize90d,-0.4961987,8.75,-,income,-0.081597152,53800,-,maxRevolveLine,0,14000,<+,creditScore,0,725,<+,tenureMonths,0,2,<+,APPROVED,1,3,53800,2,725,MA,41,8.75,358.75, ,21,7,3,57.32,2,5,60,0,0,1,1,29.96,0,14000,0,3,0,5,1,0,844
0,1,0,0.1,1,totalPaymentAmt90d,-3.087980822,198.14,---,overpaymentAmt90d,-3.079924108,0,---,totalSpend90d,-2.570893165,198.14,---,totalMerchCred90d,-1.765259434,0,--,nbrCustReqRefunds90d,-1.258449933,1,--,avgTxnSize90d,-0.582366478,198.14,-,maxRevolveLine,0,16000,<+,creditScore,0,684,<+,tenureMonths,0,15,<+,income,0,5000,<+,APPROVED,1,3,5000,15,684,CT,1,198.14,198.14,change request card replace plastic replace statement,1,0,0,0,0,4,198.14,0,0,1,1,94.56,0,16000,1,4,0,6,2,0,845
0,1,0,0.1,1,totalSpend90d,-3.057278276,533.4,---,totalPaymentAmt90d,-3.043756957,60,---,overpaymentAmt90d,-2.343942124,0,---,totalMerchCred90d,-1.322262795,78.48,--,nbrCustReqRefunds90d,-1.166833762,1,--,income,-0.081597152,78800,-,maxRevolveLine,0,12000,<+,creditScore,0,760,<+,avgTxnSize90d,0,25.4,<+,tenureMonths,0,11,<+,APPROVED,1,0,78800,11,760,RI,21,25.4,533.4,customer call change request late payment,7,3,1,78.48,1,4,60,0,0,1,1,53.85,0,12000,1,0,0,6,0,0,846
0,1,0,0.1,1,totalPaymentAmt90d,-3.146915641,316.56,---,totalSpend90d,-2.908723468,316.56,---,overpaymentAmt90d,-2.744605782,0,---,totalMerchCred90d,-1.346000035,78.52,--,nbrCustReqRefunds90d,-1.257079676,1,--,avgTxnSize90d,-0.621510722,39.57,--,maxRevolveLine,0,10000,<+,creditScore,0,669,<+,tenureMonths,0,31,<+,income,0,127700,<+,APPROVED,1,0,127700,31,669,NY,8,39.57,316.56, ,4,2,0,78.52,1,3,316.56,0,0,1,1,36.07,0,10000,1,2,0,4,2,0,847
0.008562432,0.991437568,0,0.1,1,totalSpend90d,-1.271947987,12569.31,---,totalMerchCred90d,-0.53607901,464.99,--,overpaymentAmt90d,-0.43551886,0,--,nbrCustReqRefunds90d,-0.260411258,1,--,avgTxnSize90d,-0.23797395,465.53,--,totalPaymentAmt90d,-0.186937766,12569.31,--,income,-0.140458434,31500,-,maxRevolveLine,-0.100454619,8000,-,creditScore,-0.043730058,762,-,tenureMonths,-0.034374161,8,-,APPROVED,1,0,31500,8,762,VT,27,465.53,12569.31, ,16,1,0,464.99,0,4,12569.31,0,0,1,1,105.07,4,8000,1,2,0,8,1,0,848
0,1,0,0.1,1,totalSpend90d,-9.049578627,3951.4,---,totalMerchCred90d,-5.506410133,417.44,---,overpaymentAmt90d,-2.766174069,0,--,avgTxnSize90d,-1.896709153,42.95,--,totalPaymentAmt90d,-1.539437402,3951.4,--,income,-1.496758539,88900,--,creditScore,-1.381580757,723,--,nbrCustReqRefunds90d,-1.182981586,1,-,tenureMonths,-1.051000473,16,-,maxRevolveLine,0,16000,<+,APPROVED,1,0,88900,16,723,RI,92,42.95,3951.4, ,51,10,2,417.44,4,4,3951.4,0,0,1,1,66.13,4,16000,0,5,0,9,1,0,849
6.06061E-05,0.999939394,0,0.1,1,overpaymentAmt90d,-1.628202722,0,---,totalSpend90d,1.272968405,5708.36,+++,totalMerchCred90d,-0.929291578,542.85,--,nbrCustReqRefunds90d,-0.782292431,1,--,avgTxnSize90d,-0.744807486,77.14,--,creditScore,-0.404009966,800,--,totalPaymentAmt90d,-0.393615467,285.42,--,tenureMonths,-0.097465965,8,-,income,0,58100,<+,,,,,APPROVED,1,1,58100,8,800,ME,74,77.14,5708.36,password change password change plastic replace,32,7,0,542.85,4,7,285.42,0,0,1,1,69,7,13000,0,3,0,6,0,0,850
0,1,0,0.1,1,totalPaymentAmt90d,-3.040158406,957.6,---,overpaymentAmt90d,-2.627763913,0,---,totalSpend90d,-2.387482504,957.6,---,totalMerchCred90d,-1.31803629,59.47,--,nbrCustReqRefunds90d,-1.212540971,1,--,avgTxnSize90d,-0.599186363,59.85,--,maxRevolveLine,0,13000,<+,creditScore,0,738,<+,tenureMonths,0,4,<+,income,0,136400,<+,APPROVED,1,0,136400,4,738,NY,16,59.85,957.6, ,9,1,0,59.47,1,6,957.6,0,0,1,1,123.91,0,13000,0,4,0,6,3,0,851
0,1,0,0.1,1,totalSpend90d,-6.466465538,0,--,totalPaymentAmt90d,-6.294543575,60,--,totalMerchCred90d,-5.418932436,0,--,overpaymentAmt90d,-5.061737226,60,--,avgTxnSize90d,-4.635167108,0,--,income,-4.567726572,28800,--,nbrCustReqRefunds90d,-1.30856992,1,-,csrNotes,-0.69451595,transfer change request card replace,-,state,-0.522244458,CT,-,creditScore,-0.463058956,671,-,APPROVED,1,1,28800,16,671,CT,7,0,0,transfer change request card replace,2,2,1,0,0,9,60,60,1,1,1,60,0,17000,1,2,0,12,2,0,852
0.367321245,0.632678755,1,0.1,1,totalMerchCred90d,2.615799073,1250.57,+++,totalSpend90d,0.364831057,13827.08,++,csrNotes,-0.232524804,  billing address card replace atm limit,--,totalPaymentAmt90d,-0.080173854,691.35,-,maxRevolveLine,0.071013638,10000,+,tenureMonths,-0.030728626,6,-,income,-0.025400291,108000,-,nbrCustReqRefunds90d,0.020994171,1,+,creditScore,-0.020880967,769,-,state,0.012736376,NY,+,APPROVED,1,1,108000,6,769,NY,172,80.39,13827.08,  billing address card replace atm limit,95,15,4,1250.57,7,4,691.35,0,0,1,1,24.79,4,10000,1,1,0,10,1,0,853
0,1,0,0.1,1,totalPaymentAmt90d,-3.587398233,1053.15,---,overpaymentAmt90d,-2.749749878,0,---,totalSpend90d,-1.43807456,1053.15,--,totalMerchCred90d,-1.338261062,0,--,nbrCustReqRefunds90d,-1.284278456,1,--,avgTxnSize90d,-0.621510722,70.21,--,maxRevolveLine,0,11000,<+,creditScore,0,692,<+,tenureMonths,0,28,<+,income,0,37400,<+,APPROVED,1,0,37400,28,692,MA,15,70.21,1053.15,plastic replace plastic replace card replace statement,8,0,0,0,0,2,1053.15,0,0,1,1,53.09,0,11000,0,4,0,10,1,0,854
0,1,0,0.1,1,totalPaymentAmt90d,-3.069936499,231.2,---,totalSpend90d,-2.627271299,231.2,---,overpaymentAmt90d,-1.891695686,0,--,totalMerchCred90d,-1.328402874,0,--,nbrCustReqRefunds90d,-1.263589106,1,--,avgTxnSize90d,-0.430513867,115.6,-,maxRevolveLine,0,10000,<+,creditScore,0,714,<+,tenureMonths,0,51,<+,income,0,16200,<+,APPROVED,1,1,16200,51,714,PA,2,115.6,231.2,plastic replace customer call late payment statement,0,0,0,0,0,2,231.2,0,0,1,1,40.59,0,10000,1,6,0,2,0,0,855
0,1,0,0.1,1,totalPaymentAmt90d,-3.631302968,60,---,totalSpend90d,-2.811487487,229.6,---,overpaymentAmt90d,-2.065972524,0,--,totalMerchCred90d,-1.313630155,0,--,nbrCustReqRefunds90d,-1.195918396,1,--,income,-0.081597152,18900,-,maxRevolveLine,0,7000,<+,creditScore,0,691,<+,avgTxnSize90d,0,32.8,<+,tenureMonths,0,2,<+,APPROVED,1,0,18900,2,691,RI,7,32.8,229.6, ,4,0,0,0,0,3,60,0,0,1,1,16.46,0,7000,1,4,0,7,1,0,856
0.004364128,0.995635872,0,0.1,1,totalSpend90d,-1.422015516,10058.59,---,totalMerchCred90d,-0.733768599,483.2,--,overpaymentAmt90d,-0.650852006,0,--,totalPaymentAmt90d,-0.366220551,10058.59,--,nbrCustReqRefunds90d,-0.364812335,1,--,avgTxnSize90d,-0.19450759,99.59,-,income,-0.11026268,66000,-,maxRevolveLine,0.100701675,20000,+,csrNotes,0.094055056,nan,+,tenureMonths,-0.080898043,17,-,APPROVED,1,2,66000,17,657,RI,101,99.59,10058.59, ,57,5,1,483.2,2,5,10058.59,0,0,1,1,69.53,5,20000,1,1,0,4,1,0,857
0.115279671,0.884720329,1,0.1,1,nbrCustReqRefunds90d,-1.778234251,3,---,tenureMonths,-0.685856455,2,--,csrNotes,-0.579481673,"plastic replace statement statement lost cardrefund requested. supply additional details, call back",--,totalPaymentAmt90d,-0.17079236,3588.75,-,income,-0.116607912,53000,-,totalSpend90d,-0.1098597,758.8,-,totalMerchCred90d,-0.060289519,27.24,-,overpaymentAmt90d,-0.055174672,2829.95,-,creditScore,-0.053403739,626,-,maxRevolveLine,-0.028672472,15000,-,APPROVED,1,1,53000,2,626,NY,28,27.1,758.8,"plastic replace statement statement lost cardrefund requested. supply additional details, call back",12,1,0,27.24,0,3,3588.75,2829.95,1,3,1,2877.63,3,15000,1,1,1,3,1,0,858
0,1,0,0.1,1,totalPaymentAmt90d,-3.086036313,88.38,---,overpaymentAmt90d,-2.601072807,0,---,totalSpend90d,-2.108297982,88.38,--,totalMerchCred90d,-1.765609351,0,--,nbrCustReqRefunds90d,-1.196388362,1,--,avgTxnSize90d,-0.610793067,14.73,--,maxRevolveLine,0,18000,<+,creditScore,0,697,<+,tenureMonths,0,0,<+,income,0,13800,<+,APPROVED,1,3,13800,0,697,ME,6,14.73,88.38,statement billing address change request statement,4,0,0,0,0,6,88.38,0,0,1,1,31.33,0,18000,1,2,0,4,0,0,859
0,1,0,0.1,1,totalPaymentAmt90d,-2.974976446,79.83,---,overpaymentAmt90d,-2.891347452,0,---,totalSpend90d,-2.787339858,1596.6,---,totalMerchCred90d,-1.795853237,268.19,--,nbrCustReqRefunds90d,-1.29323146,1,--,avgTxnSize90d,-0.582366478,266.1,-,maxRevolveLine,0,14000,<+,creditScore,0,674,<+,tenureMonths,0,23,<+,income,0,11400,<+,APPROVED,1,1,11400,23,674,MA,6,266.1,1596.6,billing address transfer billing address,2,1,0,268.19,0,3,79.83,0,0,1,1,46.36,3,14000,0,5,0,5,1,0,860
0.000790909,0.999209091,0,0.1,1,tenureMonths,6.10928261,103,+++,totalSpend90d,-2.836178037,5005.7,---,overpaymentAmt90d,-1.01909234,0,--,totalMerchCred90d,-0.892348143,429.28,--,nbrCustReqRefunds90d,-0.575261526,1,-,totalPaymentAmt90d,0.519700176,5005.7,+,avgTxnSize90d,-0.363741292,143.02,-,income,-0.096204209,57800,-,csrNotes,0.04887747,nan,+,state,0.037674046,VT,+,APPROVED,1,0,57800,103,683,VT,35,143.02,5005.7, ,16,3,1,429.28,1,3,5005.7,0,0,1,1,60.94,3,8000,1,2,0,4,1,0,861
0.000590476,0.999409524,0,0.1,1,income,1.083002578,86500,+++,overpaymentAmt90d,-1.004339621,0,---,totalMerchCred90d,-0.688435665,243.81,--,nbrCustReqRefunds90d,-0.602018519,1,--,totalSpend90d,-0.567118712,2368.2,--,totalPaymentAmt90d,-0.558111937,118.41,--,tenureMonths,-0.011592041,21,-,maxRevolveLine,0,9000,<+,creditScore,0,721,<+,csrNotes,0,nan,<+,APPROVED,1,1,86500,21,721,NJ,60,39.47,2368.2, ,26,6,3,243.81,3,5,118.41,0,0,1,1,22.52,4,9000,1,1,0,4,0,0,862
0.000244532,0.999755468,0,0.1,1,totalMerchCred90d,-2.028105288,0,---,totalPaymentAmt90d,-1.93671669,60,--,totalSpend90d,-1.313922557,0,--,state,1.177507062,ME,++,nbrCustReqRefunds90d,-0.762913342,1,--,avgTxnSize90d,-0.711954203,64.31,--,maxRevolveLine,-0.666287947,13000,--,income,-0.621398042,23000,--,overpaymentAmt90d,-0.547873457,60,--,tenureMonths,-0.271405041,24,-,APPROVED,1,1,23000,24,728,ME,0,64.31,0, ,0,0,0,0,0,2,60,60,1,1,1,60,0,13000,1,1,0,4,0,0,863
0.397638393,0.602361607,1,0.1,1,overpaymentAmt90d,2.622099567,2746.31,+++,tenureMonths,-0.430705185,56,--,totalPaymentAmt90d,0.377753541,4573.21,++,csrNotes,0.27471257,password change card replace   cash,++,avgTxnSize90d,-0.115685741,182.69,-,creditScore,0.099030941,679,+,nbrCustReqRefunds90d,0.065783332,1,+,state,-0.052207991,CT,-,totalMerchCred90d,0.049911632,183.72,+,income,0.049444712,29500,+,APPROVED,1,0,29500,56,679,CT,10,182.69,1826.9,password change card replace   cash,3,1,0,183.72,1,3,4573.21,2746.31,1,1,1,2831.79,3,11000,0,3,1,4,0,0,864
0.186616754,0.813383246,1,0.1,1,income,-0.685903097,135300,---,nbrCustReqRefunds90d,-0.5362974,2,---,overpaymentAmt90d,0.329905686,2589.62,++,maxRevolveLine,-0.133628429,8000,--,avgTxnSize90d,-0.10465779,3.1,--,totalMerchCred90d,-0.080369055,0,-,csrNotes,-0.069370347,nan,-,totalPaymentAmt90d,0.055866996,2598.92,+,totalSpend90d,0.035392723,9.3,+,tenureMonths,-0.025229764,17,-,APPROVED,1,0,135300,17,713,NY,3,3.1,9.3, ,1,0,0,0,0,5,2598.92,2589.62,1,2,1,2653.03,5,8000,0,4,0,8,3,0,865
0,1,0,0.1,1,totalPaymentAmt90d,-3.060544281,60,---,totalSpend90d,-2.873430221,1130.08,---,overpaymentAmt90d,-2.601136977,0,---,totalMerchCred90d,-1.31621334,236.7,--,nbrCustReqRefunds90d,-1.213071037,1,--,income,-0.070921146,9000,-,maxRevolveLine,0,10000,<+,creditScore,0,699,<+,avgTxnSize90d,0,80.72,<+,tenureMonths,0,5,<+,APPROVED,1,1,9000,5,699,MA,14,80.72,1130.08, ,9,3,0,236.7,1,4,60,0,0,1,1,24.85,2,10000,0,4,1,5,1,0,866
0.002409412,0.997590588,0,0.1,1,totalPaymentAmt90d,-0.883992393,60,---,totalSpend90d,0.795261065,13.35,+++,overpaymentAmt90d,-0.592627641,46.65,--,nbrCustReqRefunds90d,-0.541525562,1,--,totalMerchCred90d,-0.425514673,4.46,--,avgTxnSize90d,0.294426714,4.45,++,income,0.14559828,35800,+,csrNotes,-0.016712774,  billing address transfer,-,tenureMonths,-0.004076598,22,-,maxRevolveLine,0,17000,<-,APPROVED,1,1,35800,22,737,PA,3,4.45,13.35,  billing address transfer,1,1,0,4.46,1,6,60,46.65,1,1,1,113.66,0,17000,0,3,1,3,1,0,867
0.424332516,0.575667484,1,0.1,1,overpaymentAmt90d,3.912337294,5142.35,+++,totalPaymentAmt90d,0.41960291,10953.47,++,csrNotes,0.276268464,transfer late payment late payment bitcoin,++,income,-0.273649522,143400,--,totalSpend90d,0.142580182,5811.12,+,nbrCustReqRefunds90d,0.116185066,1,+,tenureMonths,-0.080266635,40,-,avgTxnSize90d,0.07959549,276.72,+,maxRevolveLine,-0.052381019,10000,-,totalMerchCred90d,-0.049302621,558.46,-,APPROVED,1,2,143400,40,651,ME,21,276.72,5811.12,transfer late payment late payment bitcoin,11,2,0,558.46,0,4,10953.47,5142.35,1,1,1,5206.99,4,10000,0,4,0,4,0,0,868
0.632239643,0.367760357,1,0.1,1,totalMerchCred90d,2.800519239,3754.86,+++,creditScore,-0.768790633,770,--,avgTxnSize90d,-0.1798319,625.46,-,tenureMonths,-0.172954395,15,-,csrNotes,-0.159257279,transfer late payment change request overseas atm,-,income,-0.137774753,71300,-,totalSpend90d,0.12422584,23767.48,+,overpaymentAmt90d,0.051488329,0,+,maxRevolveLine,-0.049743904,17000,-,nbrCustReqRefunds90d,0.022414895,1,+,APPROVED,1,0,71300,15,770,MA,38,625.46,23767.48,transfer late payment change request overseas atm,20,6,0,3754.86,4,2,1188.37,0,0,1,1,26.91,2,17000,0,1,0,7,0,0,869
0.000571619,0.999428381,0,0.1,1,totalPaymentAmt90d,-1.473405209,60,---,totalMerchCred90d,-1.456025534,0,---,totalSpend90d,-1.037726744,0,--,nbrCustReqRefunds90d,-0.65520472,1,--,creditScore,-0.616644911,739,--,state,-0.3433087,NY,--,income,-0.337181136,1300,--,maxRevolveLine,0.247250077,7000,+,overpaymentAmt90d,-0.237249282,60,-,tenureMonths,-0.23042251,26,-,APPROVED,1,0,1300,26,739,NY,0,66.16,0, ,0,0,0,0,0,5,60,60,1,1,1,60,0,7000,0,8,0,7,0,0,870
0.468313895,0.531686105,1,0.1,1,overpaymentAmt90d,-1.211398911,2682.97,---,totalMerchCred90d,0.481504323,2057.59,+++,tenureMonths,0.198590267,44,++,totalPaymentAmt90d,-0.151172199,24876.49,--,csrNotes,-0.089801589,"transfer password change late payment lost cardrefund requested. supply additional details, call back",-,totalSpend90d,-0.084748047,22193.52,-,creditScore,-0.041163797,679,-,nbrCustReqRefunds90d,0.031012863,1,+,state,-0.029240705,ME,-,income,-0.011644542,104500,-,APPROVED,1,1,104500,44,679,ME,186,119.32,22193.52,"transfer password change late payment lost cardrefund requested. supply additional details, call back",83,18,5,2057.59,3,3,24876.49,2682.97,1,1,1,2717.93,3,11000,0,6,0,5,0,0,871
0,1,0,0.1,1,totalPaymentAmt90d,-3.085000132,60,---,totalSpend90d,-2.809831501,1078.8,---,overpaymentAmt90d,-2.74647923,0,---,totalMerchCred90d,-1.791564519,0,--,nbrCustReqRefunds90d,-1.227150894,1,--,avgTxnSize90d,-0.547290788,89.9,-,maxRevolveLine,0,14000,<+,creditScore,0,682,<+,tenureMonths,0,8,<+,income,0,72500,<+,APPROVED,1,2,72500,8,682,NJ,12,89.9,1078.8,customer call   billing address statement,6,0,0,0,0,5,60,0,0,1,1,35.84,0,14000,1,3,0,6,1,0,872
0,1,0,0.1,1,totalPaymentAmt90d,-3.12633969,60,---,totalSpend90d,-2.921603801,652.2,---,overpaymentAmt90d,-2.579833473,0,---,totalMerchCred90d,-1.796883195,45,--,nbrCustReqRefunds90d,-1.291752607,1,--,avgTxnSize90d,-0.4961987,54.35,-,income,-0.081597152,17500,-,maxRevolveLine,0,15000,<+,creditScore,0,707,<+,tenureMonths,0,25,<+,APPROVED,1,2,17500,25,707,ME,12,54.35,652.2, ,7,1,1,45,0,4,60,0,0,1,1,53.64,0,15000,1,3,0,6,1,0,873
0,1,0,0.1,1,totalPaymentAmt90d,-2.968696872,1619.1,---,overpaymentAmt90d,-2.856098508,0,---,totalSpend90d,-2.415052987,1619.1,---,totalMerchCred90d,-1.317418914,116.24,--,nbrCustReqRefunds90d,-1.23680917,1,--,avgTxnSize90d,-1.115059198,25.7,--,maxRevolveLine,0,10000,<+,creditScore,0,764,<+,tenureMonths,0,39,<+,income,0,58600,<+,APPROVED,1,0,58600,39,764,MA,63,25.7,1619.1, ,26,4,1,116.24,3,5,1619.1,0,0,1,1,60.98,1,10000,1,3,0,7,0,0,874
0.000790909,0.999209091,0,0.1,1,creditScore,3.515897453,800,+++,totalSpend90d,-2.647800553,7282.98,---,overpaymentAmt90d,-0.996462359,0,--,totalMerchCred90d,-0.694249163,688.84,--,avgTxnSize90d,-0.649669514,134.87,--,nbrCustReqRefunds90d,-0.519286842,1,--,totalPaymentAmt90d,0.364907583,7282.98,+,income,0.189122766,72500,+,maxRevolveLine,-0.062621177,8000,-,tenureMonths,-0.05602028,5,-,APPROVED,1,3,72500,5,800,NY,54,134.87,7282.98, ,26,5,1,688.84,2,3,7282.98,0,0,1,1,41.1,3,8000,0,4,0,11,4,0,875
0.134927847,0.865072153,1,0.1,1,nbrCustReqRefunds90d,5.973117397,2,+++,totalMerchCred90d,-0.354011087,94,--,avgTxnSize90d,-0.252853355,12.91,-,income,-0.137948201,68500,-,tenureMonths,-0.076561958,9,-,totalSpend90d,-0.057806926,1161.9,-,csrNotes,0.04414171,customer call customer call password change,+,creditScore,-0.041051129,734,-,maxRevolveLine,-0.037057436,20000,-,overpaymentAmt90d,0.034784194,263.53,+,APPROVED,1,0,68500,9,734,NY,90,12.91,1161.9,customer call customer call password change,42,7,2,94,2,6,1425.43,263.53,1,2,1,333.77,1,20000,0,3,0,10,0,0,876
0,1,0,0.1,1,totalPaymentAmt90d,-3.073733053,67.44,---,totalSpend90d,-2.662689277,67.44,---,overpaymentAmt90d,-2.380543637,0,---,totalMerchCred90d,-1.329578133,0,--,nbrCustReqRefunds90d,-1.221450955,1,--,avgTxnSize90d,-0.430513867,22.48,-,maxRevolveLine,0,9000,<+,creditScore,0,746,<+,tenureMonths,0,42,<+,income,0,128300,<+,APPROVED,1,2,128300,42,746,MA,3,22.48,67.44,late payment card replace late payment,2,0,0,0,0,5,67.44,0,0,1,1,89.89,0,9000,1,2,0,3,1,0,877
